name,price,fuel_type,year,kms,cv,location,url,brand,model,engine,version
FORD Mustang 5.0 TiVCT V8 Mustang GT BullitFastsb.,49500.0,Gasolina,2020,44083,450,Castellón,https://www.coches.net/ford-mustang-50-tivct-v8-mustang-gt-bullitfastsb-2p-gasolina-2020-en-castellon-60280420-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT BULLITFASTSB.
FORD Mustang 5.0 TiVCT V8 Mustang GT Conv.,56900.0,Gasolina,2023,8000,450,Asturias,https://www.coches.net/ford-mustang-50-tivct-v8-331kw-mustang-gt-conv-2p-gasolina-2023-en-asturias-60469616-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT CONV.
FORD Mustang 2.3 EcoBoost Mustang Fastback,28600.0,Gasolina,2017,81000,314,Alicante,https://www.coches.net/ford-mustang-23-ecoboost-231kw-mustang-fastback-2p-gasolina-2017-en-alicante-58153268-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG FASTBACK
FORD Mustang 5.0 TiVCT V8 Mustang GT ATConv.,40000.0,Gasolina,2023,31000,450,Málaga,https://www.coches.net/ford-mustang-50-tivct-v8-331kw-mustang-gt-atconv-2p-gasolina-2023-en-malaga-60334223-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT ATCONV.
FORD Mustang 5.0 TiVCT V8 Mustang GT A.Fast.,29890.0,Gasolina,2014,139900,418,Madrid,https://www.coches.net/ford-mustang-50-tivct-v8-307kw-mustang-gt-afast-2p-gasolina-2017-en-madrid-59584795-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT A.FAST.
FORD Mustang 5.0 TiVCT V8 Mustang GT Fastsb.,36900.0,Gasolina,2017,34000,418,Murcia,https://www.coches.net/ford-mustang-50-tivct-v8-307kw-mustang-gt-fastsb-2p-gasolina-2017-en-murcia-59950561-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT FASTSB.
FORD Mustang 5.0 TiVCT V8 Mustang Mach I Fastsb.,61999.0,Gasolina,2023,30000,459,Zaragoza,https://www.coches.net/ford-mustang-50-tivct-v8-mustang-mach-i-fastsb-2p-gasolina-2023-en-zaragoza-59596045-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG MACH I FASTSB.
FORD Mustang 5.0 TiVCT V8 Mustang GT Fastb.,51990.0,Gasolina,2020,56300,450,Navarra,https://www.coches.net/ford-mustang-50-tivct-v8-331kw-mustang-gt-fastb-2p-gasolina-2021-en-navarra-60331468-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT FASTB.
FORD Mustang 2.3 EcoBoost Mustang Fastback,38500.0,Gasolina,2019,78000,290,Baleares,https://www.coches.net/ford-mustang-23-ecoboost-213kw-mustang-fastback-2p-gasolina-2019-en-baleares-60129906-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG FASTBACK
FORD Mustang 2.3 EcoBoost Mustang Aut. Conv.,28990.0,Gasolina,2015,109000,314,Baleares,https://www.coches.net/ford-mustang-23-ecoboost-231kw-mustang-aut-conv-2p-gasolina-2015-en-baleares-60274416-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG AUT. CONV.
FORD Mustang 2.3 EcoBoost Mustang Fastback,25500.0,Gasolina,2015,60000,314,Barcelona,https://www.coches.net/ford-mustang-23-ecoboost-314cv-mustang-fastback-2p-gasolina-2015-en-barcelona-60528721-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG FASTBACK
FORD Mustang 5.0 TiVCT V8 Mustang GT Fastsb.,38500.0,Gasolina,2016,48000,418,Alicante,https://www.coches.net/ford-mustang-50-tivct-v8-418cv-mustang-gt-fastsb-2p-gasolina-2016-en-alicante-60541495-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT FASTSB.
FORD Mustang 2.3 EcoBoost Mustang Aut. Fastb.,26990.0,Gasolina,2017,127318,314,Vizcaya,https://www.coches.net/ford-mustang-2.3-ecoboost-231kw-mustang-aut.-fastb.-2p-gasolina-2017-en-vizcaya-59532670-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG AUT. FASTB.
FORD Mustang 5.0 TiVCT V8 Mustang GT Conv.,45000.0,Gasolina,2015,99000,418,Madrid,https://www.coches.net/ford-mustang-50-tivct-v8-418cv-mustang-gt-conv-2p-gasolina-2015-en-madrid-60312595-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT CONV.
FORD Mustang 5.0 TiVCT V8 Mustang GT Fastsb.,42900.0,Gasolina,2016,65000,418,Madrid,https://www.coches.net/ford-mustang-5.0-tivct-v8-418cv-mustang-gt-fastsb.-2p-gasolina-2015-en-madrid-59620046-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT FASTSB.
FORD Mustang 2.3 EcoBoost Mustang Aut. Fastb.,25000.0,Gasolina,2016,150,314,Jaén,https://www.coches.net/ford-mustang-23-ecoboost-231kw-mustang-aut-fastb-2p-gasolina-2017-en-jaen-59682476-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG AUT. FASTB.
FORD Mustang 2.3 EcoBoost Mustang Aut. Fastb.,34990.0,Gasolina,2016,45000,314,Valencia,https://www.coches.net/ford-mustang-23-ecoboost-231kw-mustang-aut-fastb-2p-gasolina-2016-en-valencia-60160255-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG AUT. FASTB.
FORD Mustang 5.0 TiVCT V8 Mustang GT A.Fast.,29800.0,Gasolina,2016,115000,310,Huelva,https://www.coches.net/ford-mustang-50-tivct-v8-307kw-mustang-gt-afast-2p-gasolina-2016-en-huelva-59258773-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT A.FAST.
FORD Mustang 5.0 TiVCT V8 Mustang GT A.Fast.,35000.0,Gasolina,2016,93000,418,Navarra,https://www.coches.net/ford-mustang-50-tivct-v8-418cv-mustang-gt-afast-2p-gasolina-2016-en-navarra-58432697-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT A.FAST.
FORD Mustang 5.0 TiVCT V8 Mustang GT A.Fast.,31500.0,Gasolina,2017,130000,418,Málaga,https://www.coches.net/ford-mustang-50-tivct-v8-307kw-mustang-gt-afast-2p-gasolina-2017-en-malaga-60368579-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT A.FAST.
FORD Mustang,28999.0,Gasolina,2018,40000,315,Córdoba,https://www.coches.net/ford-mustang-gasolina-2018-en-cordoba-59797932-covo.aspx,Ford,Mustang,2.3,2.3
FORD Mustang 5.0 TiVCT V8 Mustang GT A.Conv.,40500.0,Gasolina,2017,54000,418,Almería,https://www.coches.net/ford-mustang-50-tivct-v8-418cv-mustang-gt-aconv-2p-gasolina-2017-en-almeria-60167604-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT A.CONV.
FORD Mustang 5.0 TiVCT V8 Mustang GT A.Conv.,43900.0,Gasolina,2016,64600,418,Asturias,https://www.coches.net/ford-mustang-5.0-tivct-v8-307kw-mustang-gt-a.conv.-2p-gasolina-2017-en-asturias-58408150-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT A.CONV.
FORD Mustang 5.0 TiVCT V8 Mustang GT Fastsb.,48200.0,Gasolina,2016,86000,418,Ciudad Real,https://www.coches.net/ford-mustang-50-tivct-v8-418cv-mustang-gt-fastsb-2p-gasolina-2016-en-ciudad_real-60485785-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT FASTSB.
FORD Mustang 5.0 TiVCT V8 Mustang GT Fastsb.,42000.0,Gasolina,2017,40000,418,Málaga,https://www.coches.net/ford-mustang-50-tivct-v8-418cv-mustang-gt-fastsb-2p-gasolina-2017-en-malaga-58539419-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT FASTSB.
FORD Mustang,31500.0,Gasolina,2017,130000,310,Málaga,https://www.coches.net/ford-mustang-gasolina-2017-en-malaga-60368537-covo.aspx,Ford,Mustang,3.7,3.7
FORD Mustang 5.0 TiVCT V8 Mustang GT Fastsb.,32990.0,Gasolina,2017,47000,418,Cantabria,https://www.coches.net/ford-mustang-50-tivct-v8-307kw-mustang-gt-fastsb-2p-gasolina-2017-en-cantabria-59142324-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT FASTSB.
FORD Mustang,49999.0,Gasolina,2019,63000,460,Baleares,https://www.coches.net/ford-mustang-gasolina-2019-en-baleares-60645477-covo.aspx,Ford,Mustang,5.0,5.0
FORD Mustang 2.3 EcoBoost Mustang Fastback,27000.0,Gasolina,2015,92000,314,Guadalajara,https://www.coches.net/ford-mustang-23-ecoboost-314cv-mustang-fastback-2p-gasolina-2015-en-guadalajara-60523510-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG FASTBACK
FORD Mustang 5.0 TiVCT V8 Mustang GT Fastsb.,37500.0,Gasolina,2015,98000,418,Valencia,https://www.coches.net/ford-mustang-50-tivct-v8-418cv-mustang-gt-fastsb-2p-gasolina-2015-en-valencia-60395206-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT FASTSB.
FORD Mustang 5.0 TiVCT V8 Mustang GT A.Fast.,39500.0,Gasolina,2017,140000,418,Valencia,https://www.coches.net/ford-mustang-50-tivct-v8-307kw-mustang-gt-afast-2p-gasolina-2017-en-valencia-60345775-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT A.FAST.
FORD Mustang,29999.0,Gasolina,2015,54000,220,Girona,https://www.coches.net/ford-mustang-gasolina-2015-en-girona-60143405-covo.aspx,Ford,Mustang,4.0,4.0
FORD Mustang 2.3 EcoBoost Mustang Fastback,29000.0,Gasolina,2015,78000,314,Ciudad Real,https://www.coches.net/ford-mustang-23-ecoboost-231kw-mustang-fastback-2p-gasolina-2015-en-ciudad_real-60492719-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG FASTBACK
FORD Mustang 5.0 TiVCT V8 Mustang Mach I Fastsb.,62500.0,Gasolina,2022,30000,459,Zaragoza,https://www.coches.net/ford-mustang-50-tivct-v8-mustang-mach-i-fastsb-2p-gasolina-2022-en-zaragoza-60632559-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG MACH I FASTSB.
FORD Mustang 2.3 EcoBoost Mustang Convertible,36200.0,Gasolina,2017,100000,314,Las Palmas,https://www.coches.net/ford-mustang-23-ecoboost-231kw-mustang-convertible-2p-gasolina-2017-en-las_palmas-60373989-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG CONVERTIBLE
FORD Mustang,27500.0,Gasolina,2017,62500,317,Las Palmas,https://www.coches.net/ford-mustang-gasolina-2017-en-las_palmas-59611452-covo.aspx,Ford,Mustang,2.3,2.3
FORD Mustang 5.0 TiVCT V8 Mustang GT A.Fast.,57000.0,Gasolina,2015,47000,418,Baleares,https://www.coches.net/ford-mustang-50-tivct-v8-418cv-mustang-gt-afast-2p-gasolina-2015-en-baleares-60399819-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT A.FAST.
FORD Mustang 5.0 TiVCT V8 Mustang GT A.Fast.,31500.0,Gasolina,2016,128305,418,Madrid,https://www.coches.net/ford-mustang-50-tivct-v8-307kw-mustang-gt-afast-2p-gasolina-2016-en-madrid-60592687-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT A.FAST.
FORD Mustang 5.0 TiVCT V8 Mustang GT Fastsb.,41700.0,Gasolina,2017,50000,418,Madrid,https://www.coches.net/ford-mustang-50-tivct-v8-307kw-mustang-gt-fastsb-2p-gasolina-2017-en-madrid-60599449-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT FASTSB.
FORD Mustang 2.3 EcoBoost Mustang Fastback,31900.0,Gasolina,2016,98000,314,Barcelona,https://www.coches.net/ford-mustang-23-ecoboost-314cv-mustang-fastback-2p-gasolina-2016-en-barcelona-60571194-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG FASTBACK
FORD Mustang 5.0 TiVCT V8 336kW Mustang GT A.Fast. 2p.,41500.0,Gasolina,2019,42500,450,Málaga,https://www.coches.net/ford-mustang-50-tivct-v8-336kw-mustang-gt-afast-2p-gasolina-2019-en-malaga-54709249-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 336KW MUSTANG GT A.FAST. 2P.
FORD Mustang 2.3 EcoBoost Mustang Fastback,34000.0,Gasolina,2016,53000,314,Valencia,https://www.coches.net/ford-mustang-23-ecoboost-231kw-mustang-fastback-2p-gasolina-2016-en-valencia-59991041-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG FASTBACK
FORD Mustang,23500.0,Gasolina,2015,149650,309,Baleares,https://www.coches.net/ford-mustang-gasolina-2015-en-baleares-60374716-covo.aspx,Ford,Mustang,3.7,3.7
FORD Mustang 2.3 EcoBoost Mustang Fastback,39000.0,Gasolina,2017,60000,314,Zaragoza,https://www.coches.net/ford-mustang-2.3-ecoboost-231kw-mustang-fastback-2p-gasolina-2017-en-zaragoza-59815511-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG FASTBACK
FORD Mustang 2.3 EcoBoost 314cv Mustang Convertible 2p.,27000.0,Gasolina,2015,110000,314,Toledo,https://www.coches.net/ford-mustang-23-ecoboost-314cv-mustang-convertible-2p-gasolina-2015-en-toledo-57860778-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST 314CV MUSTANG CONVERTIBLE 2P.
FORD Mustang 2.3 EcoBoost Mustang Aut. Fastb.,39990.0,Gasolina,2016,44000,314,Almería,https://www.coches.net/ford-mustang-23-ecoboost-231kw-mustang-aut-fastb-2p-gasolina-2017-en-almeria-60531224-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG AUT. FASTB.
FORD Mustang 5.0 TiVCT V8 Mustang GT Fastsb.,35000.0,Gasolina,2016,118000,418,,https://www.coches.net/ford-mustang-50-tivct-v8-418cv-mustang-gt-fastsb-2p-gasolina-2016-en-murcia-58378541-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT FASTSB.
FORD Mustang,38000.0,Gasolina,2016,67000,500,Murcia,https://www.coches.net/ford-mustang-gasolina-2016-en-murcia-58557251-covo.aspx,Ford,Mustang,No data,No data
FORD Mustang 2.3 EcoBoost Mustang Convertible,37500.0,Gasolina,2018,115000,314,Barcelona,https://www.coches.net/ford-mustang-23-ecoboost-231kw-mustang-convertible-2p-gasolina-2018-en-barcelona-60561038-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG CONVERTIBLE
FORD Mustang 2.3 EcoBoost Mustang Fastback,35000.0,Gasolina,2017,83000,314,Castellón,https://www.coches.net/ford-mustang-23-ecoboost-231kw-mustang-fastback-2p-gasolina-2017-en-castellon-60505847-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG FASTBACK
FORD Mustang 2.3 EcoBoost Mustang Fastback,33500.0,Gasolina,2019,116000,290,Badajoz,https://www.coches.net/ford-mustang-23-ecoboost-213kw-mustang-fastback-2p-gasolina-2019-en-badajoz-60554136-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG FASTBACK
FORD Mustang 5.0 TiVCT V8 Mustang GT Fastb.,49900.0,Gasolina,2021,9700,450,Málaga,https://www.coches.net/ford-mustang-50-tivct-v8-331kw-mustang-gt-fastb-2p-gasolina-2021-en-malaga-57601122-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT FASTB.
FORD Mustang 2.3 EcoBoost Mustang Fastback,30900.0,Gasolina,2016,109600,314,Málaga,https://www.coches.net/ford-mustang-23-ecoboost-231kw-mustang-fastback-2p-gasolina-2016-en-jaen-59779058-covo.aspx,Ford,Mustang,2.3,2.3 ECOBOOST MUSTANG FASTBACK
FORD Mustang 5.0 TiVCT V8 Mustang GT ATFast.,53900.0,Gasolina,2025,500,446,Madrid,https://www.coches.net/ford-mustang-5.0-tivct-v8-331kw-mustang-gt-atfast.-2p-gasolina-2025-en-madrid-60539623-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT ATFAST.
FORD Mustang 5.0 TiVCT V8 Mustang GT A.Fast.,52900.0,Gasolina,2019,16000,450,Barcelona,https://www.coches.net/ford-mustang-50-tivct-v8-331kw-mustang-gt-afast-2p-gasolina-2019-en-barcelona-60254852-covo.aspx,Ford,Mustang,5.0,5.0 TIVCT V8 MUSTANG GT A.FAST.
AUDI TT TT Coupe RS TFSI Quattro S Tronic,81990.0,Gasolina,2022,18000,400,Madrid,https://www.coches.net/audi-tt-tt-coupe-rs-tfsi-quattro-s-tronic-3p-gasolina-2022-en-madrid-60408316-covo.aspx,Audi,TT,No data,COUPE TT RS TFSI QUATTRO S TRONIC
AUDI TT TT Coupe RS TFSI Quattro S Tronic,74990.0,Gasolina,2022,30000,400,Baleares,https://www.coches.net/audi-tt-tt-coupe-rs-tfsi-quattro-s-tronic-3p-gasolina-2022-en-baleares-60669970-covo.aspx,Audi,TT,No data,COUPE TT RS TFSI QUATTRO S TRONIC
AUDI TT TT Coupe RS TFSI Quattro S Tronic,79290.0,Gasolina,2019,35100,400,Málaga,https://www.coches.net/audi-tt-tt-coupe-rs-tfsi-quattro-s-tronic-3p-gasolina-2019-en-malaga-60628825-covo.aspx,Audi,TT,No data,COUPE TT RS TFSI QUATTRO S TRONIC
AUDI TT 45 TFSI S tronic Last Edition,58000.0,Gasolina,2023,12466,245,Lleida,https://www.coches.net/audi-tt-45-tfsi-180kw-s-tronic-last-edition-3p-gasolina-2024-en-lleida-60593652-covo.aspx,Audi,TT,No data,45 TFSI S TRONIC LAST EDITION
AUDI TT Coupe 1.8 T,8990.0,Gasolina,2005,119800,180,Valencia,https://www.coches.net/audi-tt-coupe-18-t-180cv-3p-gasolina-2005-en-valencia-60743172-covo.aspx,Audi,TT,1.8,1.8 COUPE T
AUDI TT Coupe 2.0 T FSI,11600.0,Gasolina,2006,135000,200,Girona,https://www.coches.net/audi-tt-coupe-2.0-t-fsi-3p-gasolina-2006-en-girona-60342206-covo.aspx,Audi,TT,2.0,2.0 COUPE T FSI
AUDI TT Coupe 2.0 TFSI,10850.0,Gasolina,2008,218100,200,Madrid,https://www.coches.net/audi-tt-coupe-20-tfsi-3p-gasolina-2008-en-madrid-60293880-covo.aspx,Audi,TT,2.0,2.0 COUPE TFSI
AUDI TT Coupe 1.8 TFSI S tronic,14990.0,Gasolina,2011,142000,160,Barcelona,https://www.coches.net/audi-tt-coupe-18-tfsi-160cv-s-tronic-3p-gasolina-2012-en-barcelona-60857244-covo.aspx,Audi,TT,1.8,1.8 COUPE TFSI S TRONIC
AUDI TT 2.0 TDI Roadster,24850.0,,2016,139300,184,Madrid,https://www.coches.net/audi-tt-20-tdi-roadster-2p-diesel-2017-en-madrid-60198663-covo.aspx,Audi,TT,2.0,2.0 ROADSTER TDI
AUDI TT 1.8 TFSI S tronic Coupe,29900.0,Gasolina,2017,112596,180,Asturias,https://www.coches.net/audi-tt-18-tfsi-132kw-180cv-s-tronic-coupe-3p-gasolina-2018-en-asturias-60036288-covo.aspx,Audi,TT,1.8,1.8 COUPE TFSI S TRONIC
AUDI TT S line edition 1.8 TFSI Coupe,29990.0,Gasolina,2016,93187,180,Cádiz,https://www.coches.net/audi-tt-s-line-edition-1.8-tfsi-coupe-3p-gasolina-2016-en-cadiz-60734735-covo.aspx,Audi,TT,1.8,1.8 COUPE S LINE EDITION TFSI
AUDI TT Coupe 1.8 TFSI S tronic,14990.0,Gasolina,2011,142000,160,Girona,https://www.coches.net/audi-tt-coupe-18-tfsi-160cv-s-tronic-3p-gasolina-2012-en-girona-60850791-covo.aspx,Audi,TT,1.8,1.8 COUPE TFSI S TRONIC
AUDI TT Coupe 3.2 quattro DSG,12500.0,Gasolina,2007,154300,250,Baleares,https://www.coches.net/audi-tt-coupe-32-250cv-quattro-dsg-3p-gasolina-2007-en-baleares-60822170-covo.aspx,Audi,TT,3.2,3.2 COUPE QUATTRO DSG
AUDI TT Roadster 2.0 TFSI S tronic quattro,21490.0,Gasolina,2008,108853,200,Alicante,https://www.coches.net/audi-tt-roadster-20-tfsi-s-tronic-quattro-2p-gasolina-2008-en-alicante-60704116-covo.aspx,Audi,TT,2.0,2.0 ROADSTER TFSI S TRONIC QUATTRO
AUDI TT Coupe 1.8 T,4100.0,Gasolina,2005,205000,180,Madrid,https://www.coches.net/audi-tt-coupe-18-t-180cv-3p-gasolina-2005-en-madrid-60814310-covo.aspx,Audi,TT,1.8,1.8 COUPE T
AUDI TT 2.0 TFSI S tronic Coupe,32990.0,Gasolina,2018,71500,230,Alicante,https://www.coches.net/audi-tt-20-tfsi-169kw-230cv-s-tronic-coupe-3p-gasolina-2018-en-alicante-60716764-covo.aspx,Audi,TT,2.0,2.0 COUPE TFSI S TRONIC
AUDI TT,9000.0,Gasolina,1999,82046,180,Málaga,https://www.coches.net/audi-tt-gasolina-1999-en-malaga-60856463-covo.aspx,Audi,TT,No data,No data
AUDI TT Roadster 2.0 TFSI S tronic,17990.0,Gasolina,2012,180700,211,Barcelona,https://www.coches.net/audi-tt-roadster-20-tfsi-211cv-s-tronic-2p-gasolina-2013-en-barcelona-60747204-covo.aspx,Audi,TT,2.0,2.0 ROADSTER TFSI S TRONIC
AUDI TT Coupe 2.0 TFSI S line edition,23900.0,Gasolina,2015,117000,230,Madrid,https://www.coches.net/audi-tt-coupe-20-tfsi-230cv-s-line-edition-3p-gasolina-2015-en-madrid-60853532-covo.aspx,Audi,TT,2.0,2.0 COUPE TFSI S LINE EDITION
AUDI TT Coupe 2.0 TFSI S tronic,15900.0,Gasolina,2008,138000,200,Madrid,https://www.coches.net/audi-tt-coupe-20-tfsi-s-tronic-3p-gasolina-2008-en-madrid-60853409-covo.aspx,Audi,TT,2.0,2.0 COUPE TFSI S TRONIC
AUDI TT 40 TFSI S tronic S Tourist Trophy,48800.0,Gasolina,2023,1500,197,Madrid,https://www.coches.net/audi-tt-40-tfsi-145kw-s-tronic-s-tourist-trophy-3p-gasolina-2023-en-madrid-60653803-covo.aspx,Audi,TT,No data,40 TFSI S TRONIC TOURIST TROPHY
AUDI TT TT Roadster RS TFSI Quattro S Tronic,75800.0,Gasolina,2022,13779,400,Madrid,https://www.coches.net/audi-tt-tt-roadster-rs-tfsi-quattro-s-tronic-2p-gasolina-2022-en-madrid-60852173-covo.aspx,Audi,TT,No data,ROADSTER TT RS TFSI QUATTRO S TRONIC
AUDI TT S line ed 2.0 TFSI Coupe,32990.0,Gasolina,2018,93000,230,A Coruña,https://www.coches.net/audi-tt-s-line-ed-2.0-tfsi-169kw-230cv-coupe-3p-gasolina-2018-en-a-coruna-60383668-covo.aspx,Audi,TT,2.0,2.0 COUPE S LINE ED TFSI
AUDI TT 1.8T,9500.0,Gasolina,1999,133000,180,Málaga,https://www.coches.net/audi-tt-18t-132kw-3p-gasolina-1999-en-malaga-60856350-covo.aspx,Audi,TT,No data,1.8T
AUDI TT Coupe 2.0 TFSI,10200.0,Gasolina,2007,220000,200,Madrid,https://www.coches.net/audi-tt-coupe-20-tfsi-3p-gasolina-2008-en-madrid-60849997-covo.aspx,Audi,TT,2.0,2.0 COUPE TFSI
AUDI TT Coupe 2.0 TFSI,10800.0,Gasolina,2006,244000,200,Madrid,https://www.coches.net/audi-tt-coupe-20-tfsi-3p-gasolina-2007-en-madrid-60799370-covo.aspx,Audi,TT,2.0,2.0 COUPE TFSI
AUDI TT TT Coupe RS TFSI Quattro S Tronic,54990.0,Gasolina,2019,47500,400,Madrid,https://www.coches.net/audi-tt-tt-coupe-rs-tfsi-quattro-s-tronic-3p-gasolina-2019-en-madrid-60398194-covo.aspx,Audi,TT,No data,COUPE TT RS TFSI QUATTRO S TRONIC
AUDI TT 45 TFSI S tronic Last Edition,74900.0,Gasolina,2024,1402,245,Valencia,https://www.coches.net/km-0/audi/tt/valencia/45-tfsi-180kw-s-tronic-last-edition-gasolina-de-km0-60742631-kovn.aspx,Audi,TT,No data,45 TFSI S TRONIC LAST EDITION
AUDI TT 2.0 TFSI S tronic Coupe,29990.0,Gasolina,2018,80194,230,Toledo,https://www.coches.net/audi-tt-20-tfsi-169kw-230cv-s-tronic-coupe-3p-gasolina-2018-en-toledo-60786173-covo.aspx,Audi,TT,2.0,2.0 COUPE TFSI S TRONIC
AUDI TT Coupe 2.0 TFSI,10990.0,Gasolina,2007,184000,200,Girona,https://www.coches.net/audi-tt-coupe-20-tfsi-3p-gasolina-2007-en-girona-60848773-covo.aspx,Audi,TT,2.0,2.0 COUPE TFSI
AUDI TT,2999.0,Gasolina,2000,128000,180,Albacete,https://www.coches.net/audi-tt-gasolina-2000-en-albacete-60854615-covo.aspx,Audi,TT,1.8,1.8
AUDI TT Coupe 1.8T 225 CV quattro,6800.0,Gasolina,2000,300000,225,A Coruña,https://www.coches.net/audi-tt-coupe-18t-225-cv-quattro-3p-gasolina-2000-en-a_coruna-60854372-covo.aspx,Audi,TT,No data,COUPE 1.8T 225 CV QUATTRO
AUDI TT Coupe 2.0 TFSI,14900.0,Gasolina,2009,94000,200,Jaén,https://www.coches.net/audi-tt-coupe-20-tfsi-3p-gasolina-2010-en-jaen-60809311-covo.aspx,Audi,TT,2.0,2.0 COUPE TFSI
AUDI TT Coupe 1.8T 180 CV,9900.0,Gasolina,2000,115000,180,Málaga,https://www.coches.net/audi-tt-coupe-18t-180-cv-3p-gasolina-2000-en-malaga-60848316-covo.aspx,Audi,TT,No data,COUPE 1.8T 180 CV
AUDI TT Coupe 2.0 TFSI S line edition,30490.0,Gasolina,2016,106620,230,Madrid,https://www.coches.net/audi-tt-coupe-20-tfsi-230cv-s-line-edition-3p-gasolina-2016-en-madrid-60796013-covo.aspx,Audi,TT,2.0,2.0 COUPE TFSI S LINE EDITION
AUDI TT 1.8T,6999.0,Gasolina,1999,156000,180,Alicante,https://www.coches.net/audi-tt-1.8t-132kw-3p-gasolina-1999-en-alicante-57344004-covo.aspx,Audi,TT,No data,1.8T
AUDI TT Roadster 1.8T 180 CV quattro 5 vel.,9500.0,Gasolina,2002,193000,180,Girona,https://www.coches.net/audi-tt-roadster-18t-180-cv-quattro-5-vel-2p-gasolina-2002-en-girona-60052391-covo.aspx,Audi,TT,No data,ROADSTER 1.8T 180 CV QUATTRO 5 VEL.
AUDI TT 40 TFSI S tronic S Tourist Trophy,36990.0,Gasolina,2022,31191,197,Madrid,https://www.coches.net/audi-tt-40-tfsi-145kw-s-tronic-s-tourist-trophy-3p-gasolina-2022-en-madrid-60715929-covo.aspx,Audi,TT,No data,40 TFSI S TRONIC TOURIST TROPHY
AUDI TT 45 TFSI S tronic Black Line Roadst,39990.0,Gasolina,2021,29278,245,Madrid,https://www.coches.net/audi-tt-45-tfsi-180kw-s-tronic-black-line-roadst-2p-gasolina-2021-en-madrid-60804315-covo.aspx,Audi,TT,No data,45 TFSI S TRONIC BLACK LINE ROADST
AUDI TT Coupe 1.8 TFSI S tronic S line edition,14500.0,Gasolina,2014,199946,160,Madrid,https://www.coches.net/audi-tt-coupe-1.8-tfsi-s-tronic-s-line-edition-3p-gasolina-2014-en-madrid-60506870-covo.aspx,Audi,TT,1.8,1.8 COUPE TFSI S TRONIC LINE EDITION
